Rand,Vb,phi,Sw,So,Bo,RF,RESERVE
0.5343972812309752,23003.581784947597,0.254907874970945,0.2758208594990631,0.7241791405009369,1.2,0.4028776101997006,11060286.7948779
0.5073041970751686,22606.80792464282,0.2530408198480898,0.2725458281630862,0.7274541718369139,1.2,0.400610330997959,10777701.302706957
0.5035347736778055,22551.68613088573,0.2527851686044518,0.2720973862163292,0.7279026137836708,1.2,0.400295349319347,10738730.921785394
0.12660677568465384,15834.957556506894,0.22142503540714473,0.22897795926181674,0.7710220407381833,1.2,0.3619140431800394,6325347.417172565
0.7912905910563475,27230.29349638572,0.27641955000935353,0.31355483370138915,0.6864451662986109,1.2,0.42703024855077554,14264419.341495428
0.5960512541231996,23918.312551298357,0.25937052212430917,0.2836488604454545,0.7163511395545454,1.2,0.40810464315027634,11725116.707801303
0.75776937269917,26578.347362639382,0.2730500403787442,0.30764432281607274,0.6923556771839272,1.2,0.4233048420722251,13750587.100317493
0.45936409188813176,21904.790613284717,0.2498584991185665,0.26696421078754234,0.7330357892124577,1.2,0.3965988035044841,10286753.682261568
0.0744592048645033,14080.38599080928,0.2140994148879828,0.21989164529386163,0.7801083547061384,1.2,0.3518879199474816,5350050.202093456
0.6024878434664988,24015.452646320253,0.2598555021265049,0.28449957164571305,0.715500428354287,1.2,0.4086597294075443,11796765.977222824
0.4355991695163698,21554.203567910856,0.2482895661523371,0.2642891283399019,0.7357108716600981,1.2,0.3945954489594906,10044266.445880089
0.006428299533343673,7988.317458292293,0.19708101238242673,0.19878291491477199,0.801217085085228,1.2,0.3170760997616703,2585725.0232737293
0.04662987836169319,12709.055813715686,0.20907126244434823,0.21365498975565872,0.7863450102443412,1.2,0.3440517475069468,4647432.184250024
0.41874240000591323,21303.514669089294,0.24715059684768062,0.26242565775268745,0.7375743422473126,1.2,0.39316294096622456,9870969.910618065
0.8782658552092713,29303.77582147683,0.28671666005948876,0.33161715959170535,0.6683828404082947,1.2,0.43887871897986763,15933634.680530092
0.43301769330849826,21515.937192322486,0.2481165897812861,0.26400196593850345,0.7359980340614966,1.2,0.3943767839561285,10017805.51056531
